@relation dn2a_window3
@attribute x-3 real
@attribute x-2 real
@attribute x-1 real
@attribute y-3 real
@attribute y-2 real
@attribute y-1 real
@attribute c-3 real
@attribute c-2 real
@attribute c-1 real
@attribute c real
@data
8.003399715007317,8.005597840228253,8.006593116688657,0.0404195196635128,0.0816760479048278,0.1237662923209836,616.5447146932081,617.0027660329094,617.3740340312737,617.6584242373561
8.005597840228253,8.006593116688657,8.006384646927648,0.0816760479048278,0.1237662923209836,0.1666866319895804,617.0027660329094,617.3740340312737,617.6584242373561,617.8558677803527
8.006593116688657,8.006384646927648,8.004971895566255,0.1237662923209836,0.1666866319895804,0.2104331173929784,617.3740340312737,617.6584242373561,617.8558677803527,617.9663214035119
8.006384646927648,8.004971895566255,8.002354689742896,0.1666866319895804,0.2104331173929784,0.255001470472676,617.6584242373561,617.8558677803527,617.9663214035119,617.9897674886868
8.004971895566255,8.002354689742896,7.998533219415428,0.2104331173929784,0.255001470472676,0.3003870848140937,617.8558677803527,617.9663214035119,617.9897674886868,617.9262140715115
8.002354689742896,7.998533219415428,7.993508037529581,0.255001470472676,0.3003870848140937,0.3465850259619386,617.9663214035119,617.9897674886868,617.9262140715115,617.7756948471858
7.998533219415428,7.993508037529581,7.987280060053528,0.3003870848140937,0.3465850259619386,0.3935900318662724,617.9897674886868,617.9262140715115,617.7756948471858,617.5382691668648
7.993508037529581,7.987280060053528,7.979850565878558,0.3465850259619386,0.3935900318662724,0.4413965134593535,617.9262140715115,617.7756948471858,617.5382691668648,617.2140220246408
7.987280060053528,7.979850565878558,7.971221196585683,0.3935900318662724,0.4413965134593535,0.4899985553632695,617.7756948471858,617.5382691668648,617.2140220246408,616.8030640351233
7.979850565878558,7.971221196585683,7.961393956078241,0.4413965134593535,0.4899985553632695,0.5393899167283279,617.5382691668648,617.2140220246408,616.8030640351233,616.3055314016148
7.971221196585683,7.961393956078241,7.950371210080513,0.4899985553632695,0.5393899167283279,0.5895640322021164,617.2140220246408,616.8030640351233,616.3055314016148,615.7215858748885
7.961393956078241,7.950371210080513,7.938155685502394,0.5393899167283279,0.5895640322021164,0.6405140130290918,616.8030640351233,616.3055314016148,615.7215858748885,615.0514147025809
7.950371210080513,7.938155685502394,7.9247504696703475,0.5895640322021164,0.6405140130290918,0.6922326482805087,616.3055314016148,615.7215858748885,615.0514147025809,614.2952305692057
7.938155685502394,7.9247504696703475,7.910159009424728,0.6405140130290918,0.6922326482805087,0.744712406214439,615.7215858748885,615.0514147025809,614.2952305692057,613.4532715268156
7.9247504696703475,7.910159009424728,7.894385110083842,0.6922326482805087,0.744712406214439,0.7979454357655875,615.0514147025809,614.2952305692057,613.4532715268156,612.525800916322
7.910159009424728,7.894385110083842,7.877432934274929,0.744712406214439,0.7979454357655875,0.8519235681645538,614.2952305692057,613.4532715268156,612.525800916322,611.513107279507
7.894385110083842,7.877432934274929,7.859307000632513,0.7979454357655875,0.8519235681645538,0.9066383186861352,613.4532715268156,612.525800916322,611.513107279507,610.4155042617464
7.877432934274929,7.859307000632513,7.840012182364444,0.8519235681645538,0.9066383186861352,0.9620808885262196,612.525800916322,611.513107279507,610.4155042617464,609.233330505484
