learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,mean absolute error,root mean squared error,model training instances,model serialized size (bytes),tree size (leaves)
6700.0,3.0625,2.1738289635524975E-6,1000.0,8.78779291203214,12.331329932554912,6700.0,4166792.0,2.0
6800.0,3.15625,2.277965573335273E-6,1000.0,10.83042977477216,14.521014741089715,6800.0,4293728.0,2.0
6900.0,3.25,2.385174383461061E-6,1000.0,11.47353267569011,14.878751448699452,6900.0,4420400.0,2.0
7000.0,3.34375,2.4954105740309585E-6,1000.0,10.21283395252091,13.883559748084746,7000.0,4545224.0,2.0
7100.0,3.4375,2.6087079054882953E-6,1000.0,9.370683277717331,13.332279093080613,7100.0,4671440.0,2.0
7200.0,3.53125,2.7251152722682387E-6,1000.0,7.857659636850043,11.399387378361132,7200.0,4799672.0,2.0
7300.0,3.625,2.8445663176373473E-6,1000.0,9.286186446883885,13.001917185429104,7300.0,4925168.0,2.0
7400.0,3.734375,2.9875202906421487E-6,1000.0,11.099359809371203,14.993358765099183,7400.0,5052200.0,2.0
7500.0,3.859375,3.1549537218072347E-6,1000.0,11.999402889725,15.726688254437617,7500.0,5177672.0,2.0
7600.0,3.96875,3.3050327005589174E-6,1000.0,11.501448080334697,15.302294224808856,7600.0,5304008.0,2.0
7700.0,4.109375,3.5026154041083322E-6,1000.0,10.311827902259026,14.404350734666114,7700.0,5431112.0,2.0
7800.0,4.234375,3.6823259951132867E-6,1000.0,8.534157646738652,12.256546179698338,7800.0,5557328.0,2.0
7900.0,4.359375,3.866104137462874E-6,1000.0,9.617043493431105,13.54284322117718,7900.0,5683112.0,2.0
8000.0,4.484375,4.053943622339931E-6,1000.0,10.770577781251346,14.558584189736074,8000.0,5808704.0,2.0
8100.0,4.625,4.269877455145534E-6,1000.0,12.67072850869862,16.638715510175857,8100.0,5935544.0,2.0
8200.0,4.78125,4.5149262102010345E-6,1000.0,12.74428476627177,16.64441331503497,8200.0,6062264.0,2.0
8300.0,4.9375,4.765078806990964E-6,1000.0,10.932268815312804,15.286219186152087,8300.0,6188528.0,2.0
8400.0,5.09375,5.020368229856507E-6,1000.0,9.450341888838915,13.469588376255334,8400.0,6315608.0,2.0
8500.0,5.25,5.2807430620305235E-6,1000.0,9.601959912571854,13.624892515481424,8500.0,6441416.0,2.0
8600.0,5.40625,5.546211064534468E-6,1000.0,10.674681630012753,14.671752397889156,8600.0,6567416.0,2.0
8700.0,5.546875,5.789703023361249E-6,1000.0,12.97492973067965,17.341935375757316,8700.0,6693056.0,2.0
8800.0,5.703125,6.065436916994966E-6,1000.0,13.614786984056535,17.68516020683997,8800.0,6821384.0,2.0
8900.0,5.875,6.3743093374392226E-6,1000.0,12.005337377253122,16.441078153931976,8900.0,6946544.0,2.0
9000.0,6.046875,6.68877677526325E-6,1000.0,10.98332873368637,15.626224383500364,9000.0,7072376.0,2.0
9100.0,6.203125,6.979785329248342E-6,1000.0,9.624582373860624,13.720324718508682,9100.0,7199264.0,2.0
9200.0,6.390625,7.127254826223684E-6,1000.0,11.111317263520673,15.36297870657972,9200.0,3040208.0,3.0
9300.0,6.453125,7.178560869457821E-6,1000.0,13.15699584043407,17.517631496017486,9300.0,3173152.0,3.0
9400.0,6.53125,7.245255530708366E-6,1000.0,13.709943559609389,17.857207475076205,9400.0,3299920.0,3.0
9500.0,6.609375,7.314502112826126E-6,1000.0,12.924453138115979,17.17334833047572,9500.0,3426184.0,3.0
9600.0,6.671875,7.3719121994347214E-6,1000.0,11.747448043926859,16.30610413315472,9600.0,3550672.0,3.0
9700.0,6.75,7.446143782645878E-6,1000.0,9.547389907582966,13.467056506662274,9700.0,3672832.0,3.0
9800.0,6.828125,7.5228307590199015E-6,1000.0,10.254425908676604,14.14104597545424,9800.0,3794320.0,3.0
9900.0,6.90625,7.602038127111478E-6,1000.0,11.689714758453274,15.566167111362585,9900.0,3919024.0,3.0
10000.0,7.0,7.700136468176627E-6,1000.0,13.068308631398743,16.76631887130913,10000.0,4044760.0,3.0
10100.0,7.09375,7.80131283035088E-6,1000.0,12.932680587320109,16.616343630587053,10100.0,4171672.0,3.0
10200.0,7.1875,7.90555790040849E-6,1000.0,11.073089145177281,14.975687300639132,10200.0,4298200.0,3.0
10300.0,7.28125,8.012908931252443E-6,1000.0,9.135354303785597,12.431046036978062,10300.0,4426264.0,3.0
10400.0,7.375,8.123339147358719E-6,1000.0,9.888162700787603,13.293798459952686,10400.0,4553224.0,3.0
10500.0,7.484375,8.255758633216222E-6,1000.0,10.697747914877372,14.096033836619267,10500.0,4679896.0,3.0
10600.0,7.578125,8.372339652851225E-6,1000.0,12.552245738173344,16.06773754296824,10600.0,4806832.0,3.0
10700.0,7.65625,8.47206085584023E-6,1000.0,13.23124775354875,16.442086191043014,10700.0,4934008.0,3.0
10800.0,7.78125,8.63564275075785E-6,1000.0,11.96136972903237,15.514284243910854,10800.0,5058568.0,3.0
10900.0,7.90625,8.803320136697342E-6,1000.0,10.478241249500709,14.058856144088306,10900.0,5185216.0,3.0
11000.0,8.03125,8.97507516330936E-6,1000.0,9.778183745498518,13.276815658020263,11000.0,5311312.0,3.0
11100.0,8.140625,9.12891923993205E-6,1000.0,10.623981323273956,14.209764919969054,11100.0,5437072.0,3.0
11200.0,8.265625,9.308841189421299E-6,1000.0,12.951301840290705,16.811352143550405,11200.0,5563864.0,3.0
11300.0,8.421875,9.538831945974379E-6,1000.0,13.891388585363005,17.401570439955336,11300.0,5689744.0,3.0
11400.0,8.5625,9.594233415555208E-6,1000.0,12.4995233240657,16.37870469139457,11400.0,1522864.0,4.0
11500.0,8.578125,9.600890431708345E-6,1000.0,11.28968859030855,15.577611874278096,11500.0,1646880.0,4.0
11600.0,8.625,9.622395252032826E-6,1000.0,9.597923058987396,13.598519951314419,11600.0,1773360.0,4.0
11700.0,8.65625,9.637754507518063E-6,1000.0,10.622601597760072,14.764591354065178,11700.0,1899864.0,4.0
11800.0,8.703125,9.66231261069576E-6,1000.0,12.582007036637995,17.20422924134599,11800.0,2025144.0,4.0
11900.0,8.734375,9.67974056644986E-6,1000.0,13.321030446642434,17.72516708553604,11900.0,2155752.0,4.0
12000.0,8.78125,9.707425585171829E-6,1000.0,12.431820887562276,17.131291626546645,12000.0,2283000.0,4.0
12100.0,8.828125,9.73662545826907E-6,1000.0,11.078344621487057,16.213652548392236,12100.0,2407920.0,4.0
12200.0,8.890625,9.77759084586675E-6,1000.0,8.777107065055429,13.506376928793603,12200.0,2533608.0,4.0
12300.0,8.9375,9.809840509357552E-6,1000.0,9.59751351820208,14.479107264378989,12300.0,2659416.0,4.0
12400.0,9.0,9.854887806189558E-6,1000.0,11.20032533041448,16.324223179383164,12400.0,2786064.0,4.0
12500.0,9.046875,9.89022160259386E-6,1000.0,12.794790809735032,17.824375153733932,12500.0,2913744.0,4.0
12600.0,9.109375,9.939367882907391E-6,1000.0,12.59007622906145,17.71812648318643,12600.0,3039576.0,4.0
12700.0,9.171875,9.990558416272203E-6,1000.0,10.68512895685916,16.31897498331931,12700.0,3166008.0,4.0
12800.0,9.234375,1.0043787381922206E-5,1000.0,8.627390487158024,13.685052192265285,12800.0,3292080.0,4.0
12900.0,9.296875,1.0099066033338507E-5,1000.0,8.923157846705854,14.034401262399049,12900.0,3418848.0,4.0
13000.0,9.375,1.0170708507454643E-5,1000.0,10.400647112653429,15.31837250825358,13000.0,3544728.0,4.0
13100.0,9.453125,1.024488058950131E-5,1000.0,12.736906448116919,18.20695769914783,13100.0,3669888.0,4.0
13200.0,9.515625,1.030626328429207E-5,1000.0,13.126052581734506,18.362459064356482,13200.0,3796368.0,4.0
13300.0,9.578125,1.0369691396287331E-5,1000.0,11.277581867862947,16.99466603732172,13300.0,3922872.0,4.0
13400.0,9.65625,1.0451501293573528E-5,1000.0,9.561754554857638,15.169715492770196,13400.0,4047792.0,4.0
13500.0,9.75,1.0552734893281012E-5,1000.0,8.503907637496091,13.677205229463594,13500.0,4174032.0,4.0
13600.0,9.84375,1.06570273055695E-5,1000.0,10.2363328052614,15.423738675505202,13600.0,4300152.0,4.0
13700.0,9.9375,1.0764368635136633E-5,1000.0,12.838300703475092,18.684542980947242,13700.0,4425864.0,4.0
13800.0,10.015625,1.0856363417891164E-5,1000.0,13.338800253618949,18.905424028901248,13800.0,4551720.0,4.0
13900.0,10.09375,1.0950897024789204E-5,1000.0,12.302566370368744,18.154376832422656,13900.0,4677336.0,4.0
14000.0,10.203125,1.1086784846459826E-5,1000.0,10.894929875909167,17.1142576895824,14000.0,4802472.0,4.0
14100.0,10.296875,1.1206334650826951E-5,1000.0,8.773401637229895,14.060555605218433,14100.0,4929240.0,4.0
14200.0,10.40625,1.1349334575546285E-5,1000.0,10.446802608064324,15.829482572500854,14200.0,5053824.0,4.0
14300.0,10.515625,1.1495882063172758E-5,1000.0,12.89581748724962,19.174039706778427,14300.0,5179200.0,4.0
14400.0,10.640625,1.1667467382115622E-5,1000.0,13.79672065677931,19.6570787998841,14400.0,5306064.0,4.0
14500.0,10.78125,1.1865096942832072E-5,1000.0,13.50798131287103,19.48772688878064,14500.0,5432400.0,4.0
14600.0,10.90625,1.2044852289060751E-5,1000.0,11.675215833664684,18.12281823609907,14600.0,5558712.0,4.0
14700.0,11.03125,1.222870002190272E-5,1000.0,9.381086209759408,14.846751012676858,14700.0,5685264.0,4.0
14800.0,11.1875,1.2463590246625245E-5,1000.0,10.28828109868716,15.936632283257627,14800.0,5810952.0,4.0
14900.0,11.3125,1.265555911231786E-5,1000.0,12.073261724426796,17.671675938163602,14900.0,5936400.0,4.0
15000.0,11.453125,1.2876108812633903E-5,1000.0,14.016311294474331,20.34680403201235,15000.0,6062424.0,4.0
15100.0,11.609375,1.3126263026303303E-5,1000.0,14.33977829366169,20.46718839015182,15100.0,6188568.0,4.0
15200.0,11.765625,1.3381512350557994E-5,1000.0,12.304821841538908,18.989684944786777,15200.0,6314616.0,4.0
15300.0,11.9375,1.3667889094601076E-5,1000.0,10.04478470083696,15.69215555368011,15300.0,6440616.0,4.0
15400.0,12.09375,1.3933326699770988E-5,1000.0,9.838898718751885,15.584173890522836,15400.0,6566664.0,4.0
15500.0,12.265625,1.4230888142871361E-5,1000.0,11.5366575829752,17.245185588387706,15500.0,6692160.0,4.0
15600.0,12.4375,1.453410222893581E-5,1000.0,14.28602441371009,20.94809517024021,15600.0,6819288.0,4.0
15700.0,12.59375,1.4814899865693105E-5,1000.0,14.666129612937395,21.111284354068424,15700.0,6946656.0,4.0
15800.0,12.78125,1.5157931581294787E-5,1000.0,13.327765197562012,20.111422918984864,15800.0,7071888.0,4.0
15900.0,12.9375,1.5448876753604662E-5,1000.0,11.72681957252003,18.688483692114996,15900.0,7197696.0,4.0
16000.0,13.109375,1.5774486916294944E-5,1000.0,9.926539754100387,15.77747267933977,16000.0,7322976.0,4.0
16100.0,13.265625,1.6075614548753948E-5,1000.0,11.817033392232421,17.722287521932913,16100.0,7449600.0,4.0
16200.0,13.40625,1.6351194062735885E-5,1000.0,14.497328580474743,21.5073147767483,16200.0,7575072.0,4.0
16300.0,13.578125,1.6693563666194677E-5,1000.0,15.137716999614256,21.769638107126788,16300.0,7699896.0,4.0
16400.0,13.75,1.7041557099825393E-5,1000.0,14.648710621602344,21.447968575525717,16400.0,7826376.0,4.0
16500.0,13.921875,1.7395134879431377E-5,1000.0,12.853052850696688,20.121314666829306,16500.0,7951968.0,4.0
16600.0,14.109375,1.757925657633071E-5,1000.0,10.330124982162392,16.34252705039953,16600.0,3795824.0,5.0
16700.0,14.1875,1.76584337087762E-5,1000.0,11.064763910899039,17.030294316614576,16700.0,3917528.0,5.0
16800.0,14.265625,1.7740199626940818E-5,1000.0,13.152163948408313,19.833172494617152,16800.0,4045616.0,5.0
16900.0,14.359375,1.7841372884706488E-5,1000.0,14.376671081706235,21.446744707618173,16900.0,4171544.0,5.0
17000.0,14.46875,1.7962962026811307E-5,1000.0,14.6374007160534,21.530079768706244,17000.0,4297136.0,5.0
17100.0,14.546875,1.8052361879704726E-5,1000.0,12.372994908787735,19.823858003451782,17100.0,4423328.0,5.0
17200.0,14.625,1.814429376584788E-5,1000.0,9.940531053136752,15.761726144466179,17200.0,4548608.0,5.0
17300.0,14.71875,1.8257706930550436E-5,1000.0,9.978002017558932,15.86689121801279,17300.0,4676216.0,5.0
17400.0,14.8125,1.8374178907833993E-5,1000.0,11.658262148541708,17.824612376124172,17400.0,4802336.0,5.0
17500.0,14.90625,1.8493662549493212E-5,1000.0,14.17315711682874,21.85083872504847,17500.0,4926512.0,5.0
17600.0,15.03125,1.865706878662523E-5,1000.0,14.716892332728136,22.06627943346278,17600.0,5053136.0,5.0
17700.0,15.15625,1.882448281523668E-5,1000.0,13.59389525997131,21.363961491139566,17700.0,5177072.0,5.0
17800.0,15.28125,1.899599699148287E-5,1000.0,11.601335606573398,18.851235450822013,17800.0,5303864.0,5.0
17900.0,15.40625,1.917156242092864E-5,1000.0,10.612726511333996,17.101197271377224,17900.0,5429144.0,5.0
18000.0,15.53125,1.935126680311643E-5,1000.0,12.304639110642903,19.09108955255296,18000.0,5557136.0,5.0
18100.0,15.640625,1.9512051625901622E-5,1000.0,15.12005390949757,23.262852276531273,18100.0,5682368.0,5.0
18200.0,15.78125,1.9723341360481244E-5,1000.0,15.79772754461291,23.595362295398125,18200.0,5807888.0,5.0
18300.0,15.90625,1.9915275560278028E-5,1000.0,15.289701037805678,23.305185567423205,18300.0,5935328.0,5.0
18400.0,16.046875,2.0135801977529703E-5,1000.0,13.581655606762828,21.858045217914498,18400.0,6061784.0,5.0
18500.0,16.1875,2.0360905263159005E-5,1000.0,11.271678873888321,17.921959911477373,18500.0,6187592.0,5.0
18600.0,16.3125,2.0565115070591365E-5,1000.0,12.83967477750173,19.778233265159162,18600.0,6314936.0,5.0
18700.0,16.453125,2.079943844970936E-5,1000.0,15.528075857955866,23.91342895724911,18700.0,6441032.0,5.0
18800.0,16.59375,2.1038339570319896E-5,1000.0,16.603921081987217,24.48126117059985,18800.0,6566864.0,5.0
18900.0,16.75,2.1308876489961722E-5,1000.0,16.578310330754967,24.439312872377634,18900.0,6692816.0,5.0
19000.0,16.921875,2.1612078126054253E-5,1000.0,14.546358791944572,22.816646897580977,19000.0,6819008.0,5.0
19100.0,17.0625,2.186472731409594E-5,1000.0,12.03534899185881,18.69211342378132,19100.0,6944768.0,5.0
19200.0,17.21875,2.2150522401918547E-5,1000.0,12.294671038693124,18.968050105795914,19200.0,7070288.0,5.0
19300.0,17.40625,2.249956852109688E-5,1000.0,14.523507639092884,21.513840874865814,19300.0,7195880.0,5.0
19400.0,17.546875,2.2765948314271446E-5,1000.0,16.774488118068167,25.013368824266177,19400.0,7322192.0,5.0
19500.0,17.734375,2.3127232012080227E-5,1000.0,17.37570786366732,25.268886793315733,19500.0,7448168.0,5.0
19600.0,17.921875,2.3494693871018364E-5,1000.0,15.32790513282477,23.62804510431072,19600.0,7575536.0,5.0
19700.0,18.109375,2.3868254728667015E-5,1000.0,12.751850819423645,19.511277616941886,19700.0,7701272.0,5.0
19800.0,18.28125,2.4216285867926966E-5,1000.0,12.149584112932121,19.072134676323184,19800.0,7827224.0,5.0
19900.0,18.46875,2.460208779666572E-5,1000.0,14.030633311366815,21.200725002189902,19900.0,7953632.0,5.0
19997.0,18.65625,2.4993814101132244E-5,1000.0,17.267147092733218,25.93188447426094,19997.0,8075768.0,5.0
